,SALES,ORDERDATE,STATUS,PRODUCTLINE,COUNTRY,DEALSIZE
834,7209.12,2003-10-18,Shipped,Vintage Cars,USA,Large
835,3452.68,2003-11-05,Shipped,Vintage Cars,Italy,Medium
836,3047.73,2003-11-12,Shipped,Vintage Cars,USA,Medium
837,3675.32,2003-11-21,Shipped,Vintage Cars,Australia,Medium
838,7492.4,2003-12-03,Shipped,Vintage Cars,Spain,Large
839,9534.5,2004-01-26,Shipped,Vintage Cars,Spain,Large
840,5579.02,2004-03-02,Shipped,Vintage Cars,France,Medium
841,5950.34,2004-04-29,Shipped,Vintage Cars,Spain,Medium
842,3726.0,2004-06-04,Shipped,Vintage Cars,France,Medium
843,4455.0,2004-08-17,Shipped,Vintage Cars,Italy,Medium
844,8272.34,2004-09-03,Shipped,Vintage Cars,Norway,Large
845,3577.6,2004-10-11,Shipped,Vintage Cars,France,Medium
846,3881.25,2004-10-21,Shipped,Vintage Cars,USA,Medium
847,5797.44,2004-11-04,Shipped,Vintage Cars,USA,Medium
848,1264.08,2004-11-17,Shipped,Vintage Cars,UK,Small
849,4815.3,2004-11-29,Shipped,Vintage Cars,Australia,Medium
850,4462.2,2004-12-09,Shipped,Vintage Cars,France,Medium
851,3033.28,2005-01-12,Resolved,Vintage Cars,USA,Medium
852,990.78,2005-02-16,Shipped,Vintage Cars,Spain,Small
853,2030.86,2005-03-04,Shipped,Vintage Cars,USA,Small
854,5433.75,2005-05-29,In Process,Vintage Cars,USA,Medium
855,3157.44,2003-03-10,Shipped,Classic Cars,USA,Medium
856,5161.2,2003-05-20,Shipped,Classic Cars,France,Medium
857,4346.76,2003-07-10,Shipped,Classic Cars,France,Medium
858,3528.36,2003-09-11,Shipped,Classic Cars,Australia,Medium
859,3187.8,2003-10-17,Shipped,Classic Cars,Denmark,Medium
860,6023.16,2003-11-05,Shipped,Classic Cars,USA,Medium
861,3884.76,2003-11-12,Shipped,Classic Cars,Norway,Medium
862,4965.84,2003-11-20,Shipped,Classic Cars,USA,Medium
863,4169.88,2003-12-02,Shipped,Classic Cars,USA,Medium
864,4910.4,2004-01-16,Shipped,Classic Cars,Spain,Medium
865,3231.36,2004-02-26,Shipped,Classic Cars,USA,Medium
866,6853.44,2004-04-13,Shipped,Classic Cars,France,Medium
867,5177.04,2004-06-01,Cancelled,Classic Cars,UK,Medium
868,2824.8,2004-07-06,Shipped,Classic Cars,Italy,Small
869,4324.32,2004-08-06,Shipped,Classic Cars,USA,Medium
870,5052.96,2004-08-30,Shipped,Classic Cars,Switzerland,Medium
871,3223.44,2003-10-05,Shipped,Classic Cars,Norway,Medium
872,5278.68,2004-10-16,Shipped,Classic Cars,Spain,Medium
873,2851.2,2004-11-04,Shipped,Classic Cars,USA,Small
874,1687.4,2004-11-17,Shipped,Classic Cars,USA,Small
875,1308.0,2004-11-24,Shipped,Classic Cars,France,Small
876,6144.6,2005-01-10,Shipped,Classic Cars,Belgium,Medium
877,5127.2,2005-02-10,Shipped,Classic Cars,Spain,Medium
878,6386.16,2005-04-22,On Hold,Classic Cars,USA,Medium
879,7695.6,2005-05-17,Shipped,Classic Cars,Austria,Large
880,2242.89,2003-01-29,Shipped,Vintage Cars,Norway,Small
881,2539.89,2003-03-24,Shipped,Vintage Cars,Sweden,Small
882,2795.27,2003-05-28,Shipped,Vintage Cars,Spain,Small
883,5545.76,2003-07-16,Shipped,Vintage Cars,Australia,Medium
884,4285.46,2003-09-19,Shipped,Vintage Cars,Singapore,Medium
885,3329.09,2003-10-20,Shipped,Vintage Cars,USA,Medium
886,5592.22,2003-11-06,Shipped,Vintage Cars,Australia,Medium
887,3298.55,2003-11-13,Shipped,Vintage Cars,USA,Medium
888,2609.88,2003-11-21,Shipped,Vintage Cars,Australia,Small
889,3336.29,2003-12-05,Shipped,Vintage Cars,Canada,Medium
890,5510.05,2004-01-29,Shipped,Vintage Cars,USA,Medium
891,2504.4,2004-03-10,Shipped,Vintage Cars,USA,Small
892,3525.6,2004-04-29,Shipped,Vintage Cars,Spain,Medium
893,4407.0,2004-06-14,Shipped,Vintage Cars,USA,Medium
894,2983.44,2004-07-19,Shipped,Vintage Cars,Australia,Small
895,5126.24,2004-08-17,Shipped,Vintage Cars,Italy,Medium
896,5713.79,2004-09-08,Shipped,Vintage Cars,Sweden,Medium
897,4613.8,2004-10-11,Shipped,Vintage Cars,France,Medium
898,3711.1,2004-10-21,Shipped,Vintage Cars,USA,Medium
899,3524.73,2004-11-04,Shipped,Vintage Cars,USA,Medium
900,2795.27,2004-11-18,Shipped,Vintage Cars,USA,Small
901,4814.4,2004-11-29,Shipped,Vintage Cars,Australia,Medium
902,3572.33,2004-12-10,Shipped,Vintage Cars,USA,Medium
903,4581.36,2005-01-20,Shipped,Vintage Cars,USA,Medium
904,4319.76,2005-02-17,Shipped,Vintage Cars,USA,Medium
905,1448.0,2005-03-09,Shipped,Vintage Cars,Australia,Small
906,881.4,2005-05-30,In Process,Vintage Cars,Belgium,Small
907,2011.1,2003-01-29,Shipped,Vintage Cars,Norway,Small
908,1801.24,2003-03-25,Shipped,Vintage Cars,USA,Small
909,3390.2,2003-05-28,Shipped,Vintage Cars,Spain,Medium
910,1424.0,2003-07-16,Shipped,Vintage Cars,Australia,Small
911,1499.1,2003-09-19,Shipped,Vintage Cars,Singapore,Small
912,3358.08,2003-10-20,Shipped,Vintage Cars,USA,Medium
913,1504.16,2003-11-05,Shipped,Vintage Cars,Italy,Small
914,2655.12,2003-11-13,Shipped,Vintage Cars,USA,Small
915,1244.16,2003-11-21,Shipped,Vintage Cars,Australia,Small
916,1888.88,2003-12-05,Shipped,Vintage Cars,Canada,Small
917,1820.01,2004-01-29,Shipped,Vintage Cars,USA,Small
918,2866.95,2004-03-10,Shipped,Vintage Cars,USA,Small
919,1394.16,2004-04-29,Shipped,Vintage Cars,Spain,Small
920,2632.28,2004-06-14,Shipped,Vintage Cars,USA,Small
921,2018.56,2004-07-16,Shipped,Vintage Cars,Austria,Small
922,2954.53,2004-08-17,Shipped,Vintage Cars,Italy,Small
923,1871.83,2004-09-08,Shipped,Vintage Cars,Sweden,Small
924,1559.04,2004-10-11,Shipped,Vintage Cars,France,Small
925,1880.2,2004-10-21,Shipped,Vintage Cars,USA,Small
926,1224.67,2004-11-04,Shipped,Vintage Cars,USA,Small
927,2979.08,2004-11-17,Shipped,Vintage Cars,UK,Small
928,2208.64,2004-11-29,Shipped,Vintage Cars,Australia,Small
929,3458.42,2004-12-10,Shipped,Vintage Cars,USA,Medium
930,1237.88,2005-01-20,Shipped,Vintage Cars,USA,Small
931,2723.2,2005-02-17,Shipped,Vintage Cars,USA,Small
932,2218.52,2005-03-10,Shipped,Vintage Cars,Austria,Small
933,1665.32,2005-05-30,In Process,Vintage Cars,Belgium,Small
934,3421.04,2003-02-17,Shipped,Ships,Italy,Medium
935,1878.66,2003-04-28,Shipped,Ships,Austria,Small
936,3853.6,2003-06-16,Shipped,Ships,USA,Medium
937,3442.64,2003-08-10,Shipped,Ships,USA,Medium
938,3482.16,2003-10-06,Shipped,Ships,Finland,Medium
939,3363.52,2003-10-23,Cancelled,Ships,Sweden,Medium
940,3350.52,2003-11-08,Shipped,Ships,France,Medium
941,2862.72,2003-11-14,Shipped,Ships,UK,Small
942,4036.04,2003-11-26,Shipped,Ships,Spain,Medium
943,2817.92,2004-01-09,Shipped,Ships,USA,Small
944,4636.38,2004-02-19,Shipped,Ships,USA,Medium
945,1553.58,2004-05-07,Cancelled,Ships,USA,Small
946,2697.6,2004-06-24,Cancelled,Ships,Spain,Small
947,3334.04,2004-07-21,Shipped,Ships,Belgium,Medium
948,2059.26,2004-08-20,Shipped,Ships,Canada,Small
949,2023.14,2004-09-15,Shipped,Ships,Germany,Small
950,2586.64,2004-10-14,Shipped,Ships,USA,Small
951,1987.02,2004-11-01,Shipped,Ships,UK,Small
952,1146.5,2004-11-10,Resolved,Ships,Denmark,Small
953,2312.24,2004-11-22,Shipped,Ships,Belgium,Small
954,2793.71,2004-12-02,Shipped,Ships,Spain,Small
955,1908.28,2005-01-31,Shipped,Ships,Finland,Small
956,3441.37,2005-03-01,Resolved,Ships,Spain,Medium
957,2023.28,2005-03-30,Shipped,Ships,France,Small
958,2245.2,2005-04-01,Shipped,Ships,USA,Small
959,3255.12,2005-05-06,On Hold,Ships,USA,Medium
960,2539.5,2003-01-29,Shipped,Vintage Cars,Norway,Small
961,4818.15,2003-03-25,Shipped,Vintage Cars,USA,Medium
962,2921.7,2003-05-28,Shipped,Vintage Cars,Spain,Small
963,1801.2,2003-07-16,Shipped,Vintage Cars,Australia,Small
964,2804.36,2003-09-19,Shipped,Vintage Cars,Singapore,Small
965,4900.8,2003-10-20,Shipped,Vintage Cars,USA,Medium
966,2759.31,2003-11-05,Shipped,Vintage Cars,Italy,Small
967,2488.2,2003-11-13,Shipped,Vintage Cars,USA,Small
968,2769.89,2003-11-21,Shipped,Vintage Cars,Australia,Small
969,3581.4,2003-12-05,Shipped,Vintage Cars,Canada,Medium
970,5285.14,2004-01-29,Shipped,Vintage Cars,USA,Medium
971,3181.53,2004-03-10,Shipped,Vintage Cars,USA,Medium
972,3340.51,2004-04-29,Shipped,Vintage Cars,Spain,Medium
973,3138.34,2004-06-14,Shipped,Vintage Cars,USA,Medium
974,4775.08,2004-07-19,Shipped,Vintage Cars,Australia,Medium
975,3006.43,2004-08-17,Shipped,Vintage Cars,Italy,Medium
976,2866.26,2004-09-08,Shipped,Vintage Cars,Sweden,Small
977,2232.62,2004-10-11,Shipped,Vintage Cars,France,Small
978,4457.02,2004-10-21,Shipped,Vintage Cars,USA,Medium
979,2257.92,2004-11-04,Shipped,Vintage Cars,USA,Small
980,1592.0,2004-11-17,Shipped,Vintage Cars,UK,Small
981,4948.2,2004-11-29,Shipped,Vintage Cars,Australia,Medium
982,5160.76,2004-12-10,Shipped,Vintage Cars,USA,Medium
983,1978.62,2005-01-20,Shipped,Vintage Cars,USA,Small
984,4288.2,2005-02-17,Shipped,Vintage Cars,USA,Medium
985,2520.68,2005-03-10,Shipped,Vintage Cars,Austria,Small
986,1781.22,2005-05-30,In Process,Vintage Cars,Belgium,Small
987,3065.04,2003-02-11,Shipped,Vintage Cars,Denmark,Medium
988,3551.34,2003-04-16,Shipped,Vintage Cars,Singapore,Medium
989,5544.02,2003-06-06,Shipped,Vintage Cars,Spain,Medium
990,6034.33,2003-08-08,Shipped,Vintage Cars,USA,Medium
991,3641.57,2003-09-28,Shipped,Vintage Cars,Spain,Medium
992,6930.74,2003-10-21,Shipped,Vintage Cars,USA,Medium
993,3675.63,2003-11-07,Shipped,Vintage Cars,Spain,Medium
994,3442.04,2003-11-14,Shipped,Vintage Cars,USA,Medium
995,6893.81,2003-11-26,Shipped,Vintage Cars,USA,Medium
996,2622.48,2004-01-02,Shipped,Vintage Cars,France,Small
997,4417.38,2004-02-18,Shipped,Vintage Cars,Belgium,Medium
998,3606.02,2004-03-20,Shipped,Vintage Cars,UK,Medium
999,3802.56,2004-05-07,Cancelled,Vintage Cars,USA,Medium
1000,5026.4,2004-07-21,Shipped,Vintage Cars,Belgium,Medium
1001,6695.53,2004-08-20,Shipped,Vintage Cars,USA,Medium
1002,2819.28,2004-09-09,Shipped,Vintage Cars,Italy,Small
1003,3759.04,2004-10-14,Shipped,Vintage Cars,UK,Medium
1004,2731.8,2004-10-22,Shipped,Vintage Cars,Denmark,Small
1005,1658.88,2004-11-05,Shipped,Vintage Cars,Norway,Small
1006,5778.24,2004-11-20,Shipped,Vintage Cars,France,Medium
1007,5191.12,2004-12-02,Shipped,Vintage Cars,Spain,Medium
1008,3862.88,2005-01-26,Shipped,Vintage Cars,Japan,Medium
1009,1476.48,2005-02-22,Shipped,Vintage Cars,Spain,Small
1010,5273.73,2005-03-23,Shipped,Vintage Cars,USA,Medium
1011,4872.03,2005-05-06,On Hold,Vintage Cars,USA,Medium
1012,4556.99,2003-01-31,Shipped,Classic Cars,Spain,Medium
1013,8257.0,2003-03-10,Shipped,Classic Cars,USA,Large
1014,8209.44,2003-04-01,Shipped,Classic Cars,France,Large
1015,3598.5,2003-05-08,Shipped,Classic Cars,France,Medium
1016,3837.24,2003-06-03,Shipped,Classic Cars,USA,Medium
1017,8331.61,2003-07-04,Shipped,Classic Cars,France,Large
1018,4836.5,2003-08-01,Shipped,Classic Cars,Finland,Medium
1019,5418.88,2003-09-11,Shipped,Classic Cars,Australia,Medium
1020,3734.01,2003-09-21,Shipped,Classic Cars,Finland,Medium
1021,3996.4,2003-10-11,Shipped,Classic Cars,USA,Medium
1022,8754.69,2003-10-22,Shipped,Classic Cars,Singapore,Large
1023,5481.45,2003-11-05,Shipped,Classic Cars,Canada,Medium
1024,4419.89,2003-11-06,Shipped,Classic Cars,UK,Medium
1025,6324.75,2003-11-12,Shipped,Classic Cars,Norway,Medium
1026,4409.72,2003-11-14,Shipped,Classic Cars,Spain,Medium
1027,3918.46,2003-11-20,Shipped,Classic Cars,USA,Medium
1028,7620.5,2003-11-25,Shipped,Classic Cars,USA,Large
1029,8291.04,2003-12-02,Shipped,Classic Cars,Spain,Large
1030,3937.25,2003-12-09,Shipped,Classic Cars,USA,Medium
1031,5554.4,2004-01-16,Shipped,Classic Cars,Spain,Medium
1032,6407.86,2004-02-22,Shipped,Classic Cars,Switzerland,Medium
1033,4172.52,2004-03-11,Shipped,Classic Cars,USA,Medium
1034,7083.37,2004-04-12,Shipped,Classic Cars,Finland,Large
1035,7132.68,2004-05-05,Shipped,Classic Cars,Spain,Large
1036,6773.6,2004-06-01,Cancelled,Classic Cars,UK,Medium
1037,3657.69,2004-06-15,Shipped,Classic Cars,Singapore,Medium
1038,4812.55,2004-07-06,Shipped,Classic Cars,Italy,Medium
1039,3928.6,2004-07-20,Shipped,Classic Cars,USA,Medium
1040,6401.22,2004-08-06,Shipped,Classic Cars,USA,Medium
1041,4191.25,2004-08-19,Shipped,Classic Cars,USA,Medium
1042,5852.52,2004-08-30,Shipped,Classic Cars,Switzerland,Medium
1043,2844.87,2004-09-08,Shipped,Classic Cars,USA,Small
1044,4011.66,2003-10-05,Shipped,Classic Cars,Norway,Medium
1045,7455.87,2004-10-13,Shipped,Classic Cars,USA,Large
1046,8940.96,2004-10-16,Shipped,Classic Cars,Germany,Large
1047,4572.25,2004-10-22,Shipped,Classic Cars,Canada,Medium
1048,5700.09,2004-11-04,Shipped,Classic Cars,USA,Medium
1049,3155.49,2004-11-05,Shipped,Classic Cars,USA,Medium
1050,4170.69,2004-11-17,Shipped,Classic Cars,USA,Medium
1051,2878.8,2004-11-19,On Hold,Classic Cars,Sweden,Small
1052,5029.5,2004-11-24,Shipped,Classic Cars,Australia,Medium
1053,7396.8,2004-12-01,Shipped,Classic Cars,USA,Large
1054,2991.68,2004-12-10,Shipped,Classic Cars,Spain,Small
1055,6275.72,2005-01-10,Shipped,Classic Cars,Belgium,Medium
1056,1534.95,2005-01-20,Shipped,Classic Cars,Australia,Small
1057,7264.53,2005-02-09,Shipped,Classic Cars,Finland,Large
1058,6869.05,2005-02-22,Shipped,Classic Cars,Spain,Medium
1059,3353.02,2005-03-15,Shipped,Classic Cars,Spain,Medium
1060,8289.05,2005-04-14,Shipped,Classic Cars,France,Large
1061,11887.8,2005-05-03,Shipped,Classic Cars,Spain,Large
1062,5926.9,2005-05-17,Shipped,Classic Cars,Austria,Medium
1063,3793.16,2005-05-31,In Process,Classic Cars,France,Medium
1064,4330.1,2003-02-11,Shipped,Trains,Denmark,Medium
1065,2011.8,2003-04-16,Shipped,Trains,Singapore,Small
1066,4837.18,2003-06-06,Shipped,Trains,Spain,Medium
1067,2151.82,2003-08-08,Shipped,Trains,USA,Small
1068,2573.46,2003-09-28,Shipped,Trains,Spain,Small
1069,5344.5,2003-10-22,Shipped,Trains,Singapore,Medium
1070,3070.52,2003-11-07,Shipped,Trains,Spain,Medium
1071,3952.83,2003-11-14,Shipped,Trains,USA,Medium
1072,3564.75,2003-11-26,Shipped,Trains,USA,Medium
1073,5614.56,2004-01-02,Shipped,Trains,France,Medium
1074,1855.41,2004-02-18,Shipped,Trains,Belgium,Small
1075,4598.4,2004-03-20,Shipped,Trains,UK,Medium
1076,5082.42,2004-05-07,Cancelled,Trains,USA,Medium
1077,5450.59,2004-07-21,Shipped,Trains,Belgium,Medium
1078,4174.92,2004-08-20,Shipped,Trains,USA,Medium
1079,2418.24,2004-09-09,Shipped,Trains,Italy,Small
1080,3670.4,2004-10-14,Shipped,Trains,UK,Medium
1081,2481.7,2004-10-22,Shipped,Trains,Denmark,Small
1082,3807.68,2004-11-09,Shipped,Trains,Sweden,Medium
1083,2230.41,2004-11-20,Shipped,Trains,France,Small
1084,3814.64,2004-12-02,Shipped,Trains,Spain,Medium
1085,2117.75,2005-01-26,Shipped,Trains,Japan,Small
1086,3340.48,2005-02-22,Shipped,Trains,Spain,Medium
1087,2154.0,2005-03-23,Shipped,Trains,USA,Small
1088,5808.48,2005-05-06,On Hold,Trains,USA,Medium
1089,1777.1,2003-03-03,Shipped,Classic Cars,Philippines,Small
1090,1536.57,2003-05-08,Shipped,Classic Cars,France,Small
1091,3510.0,2003-07-02,Shipped,Classic Cars,USA,Medium
1092,3097.44,2003-09-05,Shipped,Classic Cars,USA,Medium
1093,1705.41,2003-10-10,Shipped,Classic Cars,USA,Small
1094,2264.32,2003-11-04,Shipped,Classic Cars,Australia,Small
1095,2484.6,2003-11-12,Shipped,Classic Cars,Norway,Small
1096,3415.68,2003-11-20,Shipped,Classic Cars,Germany,Medium
1097,2839.32,2003-12-02,Shipped,Classic Cars,Spain,Small
1098,2730.0,2004-01-15,Shipped,Classic Cars,France,Small
1099,3540.53,2004-02-22,Shipped,Classic Cars,Switzerland,Medium
1100,2999.97,2004-04-09,Shipped,Classic Cars,Denmark,Small
1101,1527.8,2004-05-26,Shipped,Classic Cars,France,Small
1102,3907.8,2004-07-02,Shipped,Classic Cars,Australia,Medium
1103,2658.48,2004-08-02,Shipped,Classic Cars,USA,Small
1104,3042.68,2004-08-30,Shipped,Classic Cars,Switzerland,Medium
1105,3861.2,2003-10-04,Shipped,Classic Cars,Germany,Medium
1106,2171.07,2004-10-16,Shipped,Classic Cars,Germany,Small
1107,3403.08,2004-11-03,Shipped,Classic Cars,USA,Medium
1108,2245.8,2004-11-15,Shipped,Classic Cars,USA,Small
1109,1668.5,2004-11-24,Shipped,Classic Cars,Australia,Small
1110,2773.8,2005-01-06,Shipped,Classic Cars,Finland,Small
1111,2464.0,2005-02-10,Shipped,Classic Cars,Spain,Small
1112,5491.6,2005-03-04,Shipped,Classic Cars,USA,Medium
1113,4791.82,2003-01-29,Shipped,Vintage Cars,Norway,Medium
1114,4178.85,2003-03-25,Shipped,Vintage Cars,USA,Medium
1115,3128.92,2003-05-28,Shipped,Vintage Cars,Spain,Medium
1116,3095.4,2003-07-16,Shipped,Vintage Cars,Australia,Medium
1117,3958.5,2003-09-12,Shipped,Vintage Cars,USA,Medium
1118,4991.44,2003-10-20,Shipped,Vintage Cars,USA,Medium
1119,2761.96,2003-11-05,Shipped,Vintage Cars,Italy,Small
1120,2848.23,2003-11-12,Shipped,Vintage Cars,USA,Small
1121,2539.84,2003-11-21,Shipped,Vintage Cars,Australia,Small
1122,2444.4,2003-12-05,Shipped,Vintage Cars,Canada,Small
1123,4555.92,2004-01-29,Shipped,Vintage Cars,USA,Medium
1124,3666.96,2004-03-02,Shipped,Vintage Cars,France,Medium
1125,3035.88,2004-04-29,Shipped,Vintage Cars,Spain,Medium
1126,2321.54,2004-06-14,Shipped,Vintage Cars,USA,Small
1127,3474.46,2004-08-17,Shipped,Vintage Cars,Italy,Medium
1128,2501.98,2004-09-07,Shipped,Vintage Cars,USA,Small
1129,3958.46,2004-10-11,Shipped,Vintage Cars,France,Medium
1130,3535.95,2004-10-21,Shipped,Vintage Cars,USA,Medium
1131,3011.91,2004-11-05,Shipped,Vintage Cars,Germany,Medium
1132,11336.7,2004-11-18,Shipped,Vintage Cars,USA,Large
1133,2656.94,2004-11-29,Shipped,Vintage Cars,Australia,Small
1134,2604.25,2004-12-10,Shipped,Vintage Cars,USA,Small
1135,3288.6,2005-01-20,Shipped,Vintage Cars,USA,Medium
1136,8935.5,2005-02-17,Shipped,Vintage Cars,USA,Large
1137,4035.96,2005-03-10,Shipped,Vintage Cars,Austria,Medium
1138,1875.09,2005-05-30,In Process,Vintage Cars,Belgium,Small
1139,4049.56,2003-03-03,Shipped,Classic Cars,Philippines,Medium
1140,2469.39,2003-05-08,Shipped,Classic Cars,France,Small
1141,5432.7,2003-07-02,Shipped,Classic Cars,USA,Medium
1142,4405.22,2003-09-05,Shipped,Classic Cars,USA,Medium
1143,3638.0,2003-10-10,Shipped,Classic Cars,USA,Medium
1144,4444.92,2003-11-04,Shipped,Classic Cars,Australia,Medium
1145,3395.48,2003-11-12,Shipped,Classic Cars,Norway,Medium
1146,3414.58,2003-11-20,Shipped,Classic Cars,Germany,Medium
1147,5127.04,2003-12-02,Shipped,Classic Cars,Spain,Medium
1148,3745.28,2004-01-15,Shipped,Classic Cars,France,Medium
1149,4564.08,2004-02-22,Shipped,Classic Cars,Switzerland,Medium
1150,6554.24,2004-04-09,Shipped,Classic Cars,Denmark,Medium
1151,6749.83,2004-05-26,Shipped,Classic Cars,France,Medium
1152,8427.02,2004-07-02,Shipped,Classic Cars,Australia,Large
1153,3924.6,2004-08-02,Shipped,Classic Cars,USA,Medium
1154,6761.6,2004-08-30,Shipped,Classic Cars,Switzerland,Medium
1155,3786.49,2003-10-04,Shipped,Classic Cars,Germany,Medium
1156,6266.12,2004-10-16,Shipped,Classic Cars,Germany,Medium
1157,3491.0,2004-11-03,Shipped,Classic Cars,Sweden,Medium
1158,4405.22,2004-11-16,Shipped,Classic Cars,Philippines,Medium
1159,6548.3,2004-11-24,Shipped,Classic Cars,Australia,Medium
1160,3177.91,2004-12-07,Shipped,Classic Cars,Spain,Medium
1161,4142.64,2005-01-06,Shipped,Classic Cars,Finland,Medium
1162,4149.07,2005-02-10,Shipped,Classic Cars,Spain,Medium
1163,7397.0,2005-03-04,Shipped,Classic Cars,USA,Large
1164,6241.6,2003-03-10,Shipped,Classic Cars,USA,Medium
1165,5331.88,2003-05-20,Shipped,Classic Cars,France,Medium
1166,5124.3,2003-07-10,Shipped,Classic Cars,France,Medium
1167,3639.44,2003-09-11,Shipped,Classic Cars,Australia,Medium
1168,5544.0,2003-10-17,Shipped,Classic Cars,Denmark,Medium
1169,5493.12,2003-11-05,Shipped,Classic Cars,USA,Medium
1170,5785.26,2003-11-12,Shipped,Classic Cars,Norway,Medium
1171,5340.6,2003-11-20,Shipped,Classic Cars,USA,Medium
1172,5735.8,2003-12-02,Shipped,Classic Cars,USA,Medium
1173,6357.6,2004-01-16,Shipped,Classic Cars,Spain,Medium
1174,7343.9,2004-02-26,Shipped,Classic Cars,USA,Large
1175,5959.22,2004-04-13,Shipped,Classic Cars,Japan,Medium
1176,4029.38,2004-06-01,Cancelled,Classic Cars,UK,Medium
1177,5035.14,2004-07-06,Shipped,Classic Cars,Italy,Medium
1178,4116.8,2004-08-06,Shipped,Classic Cars,USA,Medium
1179,4310.55,2004-08-30,Shipped,Classic Cars,Switzerland,Medium
1180,6446.7,2003-10-05,Shipped,Classic Cars,Norway,Medium
1181,3616.64,2004-10-16,Shipped,Classic Cars,Spain,Medium
1182,4232.76,2004-11-04,Shipped,Classic Cars,USA,Medium
1183,1765.66,2004-11-17,Shipped,Classic Cars,USA,Small
1184,3734.72,2004-11-24,Shipped,Classic Cars,France,Medium
1185,4808.38,2005-01-12,Resolved,Classic Cars,USA,Medium
1186,2266.56,2005-02-10,Shipped,Classic Cars,Spain,Small
1187,10468.9,2005-04-15,Disputed,Classic Cars,Denmark,Large
1188,5589.14,2005-05-17,Shipped,Classic Cars,Austria,Medium
1189,2914.11,2003-03-03,Shipped,Motorcycles,Philippines,Small
1190,1740.9,2003-05-08,Shipped,Motorcycles,France,Small
1191,2266.2,2003-07-02,Shipped,Motorcycles,USA,Small
1192,3155.58,2003-09-03,Shipped,Motorcycles,USA,Medium
1193,1357.86,2003-10-10,Shipped,Motorcycles,USA,Small
1194,2598.82,2003-11-04,Shipped,Motorcycles,Australia,Small
1195,1057.56,2003-11-11,Shipped,Motorcycles,France,Small
1196,3127.82,2003-11-20,Shipped,Motorcycles,Germany,Medium
1197,2488.14,2004-01-15,Shipped,Motorcycles,France,Small
1198,2220.72,2004-02-21,Shipped,Motorcycles,France,Small
1199,1357.72,2004-04-05,Shipped,Motorcycles,USA,Small
1200,1638.04,2004-05-26,Shipped,Motorcycles,France,Small
1201,2626.08,2004-06-30,Shipped,Motorcycles,USA,Small
1202,1661.88,2004-08-02,Shipped,Motorcycles,USA,Small
1203,2173.6,2004-08-28,Shipped,Motorcycles,France,Small
1204,2182.05,2004-09-30,Shipped,Motorcycles,Finland,Small
1205,2819.88,2004-10-16,Shipped,Motorcycles,Germany,Small
1206,2598.64,2004-11-03,Shipped,Motorcycles,USA,Small
1207,2019.27,2004-11-16,Shipped,Motorcycles,Philippines,Small
1208,1454.7,2004-11-24,Shipped,Motorcycles,Australia,Small
1209,1657.57,2004-12-07,Shipped,Motorcycles,Spain,Small
1210,2851.84,2005-01-06,Shipped,Motorcycles,Finland,Small
1211,4609.64,2005-02-10,Shipped,Motorcycles,Spain,Medium
1212,5079.96,2005-03-04,Shipped,Motorcycles,USA,Medium
1213,1879.92,2005-04-08,Shipped,Motorcycles,UK,Small
1214,4774.86,2003-02-17,Shipped,Vintage Cars,Italy,Medium
1215,2687.04,2003-04-28,Shipped,Vintage Cars,Austria,Small
1216,3423.75,2003-06-16,Shipped,Vintage Cars,USA,Medium
1217,3455.76,2003-08-10,Shipped,Vintage Cars,USA,Medium
1218,3622.97,2003-10-06,Shipped,Vintage Cars,Finland,Medium
1219,3599.58,2003-10-23,Cancelled,Vintage Cars,Sweden,Medium
1220,5386.56,2003-11-08,Shipped,Vintage Cars,France,Medium
1221,4918.78,2003-11-14,Shipped,Vintage Cars,UK,Medium
1222,2538.8,2003-11-26,Shipped,Vintage Cars,Spain,Small
1223,2498.6,2004-01-09,Shipped,Vintage Cars,USA,Small
1224,3858.75,2004-02-19,Shipped,Vintage Cars,USA,Medium
1225,5600.5,2004-05-08,Shipped,Vintage Cars,USA,Medium
1226,4103.46,2004-06-24,Cancelled,Vintage Cars,Spain,Medium
1227,4287.5,2004-07-21,Shipped,Vintage Cars,Belgium,Medium
1228,5795.54,2004-08-20,Shipped,Vintage Cars,Canada,Medium
1229,1863.4,2004-09-15,Shipped,Vintage Cars,Germany,Small
1230,4166.88,2004-10-14,Shipped,Vintage Cars,USA,Medium
1231,4080.07,2004-11-01,Shipped,Vintage Cars,UK,Medium
1232,3815.48,2004-11-12,Shipped,Vintage Cars,Italy,Medium
1233,5526.45,2004-11-22,Shipped,Vintage Cars,Belgium,Medium
1234,3374.6,2004-12-03,Shipped,Vintage Cars,UK,Medium
1235,3024.5,2005-01-31,Shipped,Vintage Cars,Finland,Medium
1236,1266.1,2005-03-01,Resolved,Vintage Cars,Spain,Small
1237,4811.85,2005-03-30,Shipped,Vintage Cars,France,Medium
1238,7307.42,2005-04-01,Shipped,Vintage Cars,USA,Large
1239,6209.25,2005-05-09,Disputed,Vintage Cars,Australia,Medium
1240,5348.5,2003-01-31,Shipped,Classic Cars,Spain,Medium
1241,2780.58,2003-04-16,Shipped,Classic Cars,Singapore,Small
1242,3447.0,2003-06-03,Shipped,Classic Cars,USA,Medium
1243,3791.52,2003-08-08,Shipped,Classic Cars,USA,Medium
1244,4524.1,2003-09-25,Shipped,Classic Cars,Australia,Medium
1245,3337.6,2003-10-22,Shipped,Classic Cars,Singapore,Medium
